"","Observation ID","Dolphin ID","Observation Date","Platform","Dolphin ID Certainty","Observation Start Time","Behavior State","Dolphin ID Participation Certainty","id_date","Birth Date","Sex","Weaning Date","Adult Date","Age_Class","Bowride","Depth","depth_class","Age at Observation","age_increment","num_surveys","times_on_bow","prop_on_bow","Dolphin Name","Mother ID","Survey_Length","Survey_Year","First Five Activity","Group Size","mat_prop_on_bow","pregnant","mature","cycling","lactating","biopsy_day"
"9186",16494,"DUR",2008-06-01,"MAZIWA","HIGH",14:37:00,"BOW-BOWRIDING","HIGH","DUR 2008-06-01",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"juvenile","1",3.7,"(3,6]",9.58247775496235,"(4,10]",64,2,0.03125,"DURAK","DUN",21,2008,"TRAVEL",5,0.15,0,0,0,0,0
"9187",16919,"DUR",2009-06-22,"POMBOO","HIGH",16:06:00,NA,NA,"DUR 2009-06-22",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",6.9,"(6,9]",10.6392881587953,"(10,25]",64,2,0.03125,"DURAK","DUN",19,2009,NA,NA,0.15,1,1,0,0,0
"9188",17120,"DUR",2009-08-05,"POMBOO","HIGH",16:01:00,NA,NA,"DUR 2009-08-05",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",5.8,"(3,6]",10.7597535934292,"(10,25]",64,2,0.03125,"DURAK","DUN",6,2009,"FORAGE",1,0.15,1,1,0,0,0
"9189",17277,"DUR",2009-10-25,"POMBOO","HIGH",15:19:00,NA,NA,"DUR 2009-10-25",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",8,"(6,9]",10.9815195071869,"(10,25]",64,2,0.03125,"DURAK","DUN",15,2009,"TRAVEL",9,0.15,1,1,0,0,0
"9190",17322,"DUR",2009-11-05,"POMBOO","HIGH",12:03:00,NA,NA,"DUR 2009-11-05",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",8.6,"(6,9]",11.0116358658453,"(10,25]",64,2,0.03125,"DURAK","DUN",9,2009,NA,3,0.15,1,1,0,0,0
"9191",17486,"DUR",2010-05-17,"MAZIWA","HIGH",10:41:00,"BOW-BOWRIDING","HIGH","DUR 2010-05-17",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","1",5.2,"(3,6]",11.5400410677618,"(10,25]",64,2,0.03125,"DURAK","DUN",15,2010,NA,9,0.15,0,1,0,1,0
"9192",17638,"DUR",2010-09-16,"POMBOO","HIGH",12:59:00,NA,NA,"DUR 2010-09-16",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",4.4,"(3,6]",11.8740588637919,"(10,25]",64,2,0.03125,"DURAK","DUN",18,2010,NA,1,0.15,0,1,1,0,0
"9193",17673,"DUR",2010-09-23,"POMBOO","HIGH",12:07:00,NA,NA,"DUR 2010-09-23",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",5.1,"(3,6]",11.8932238193018,"(10,25]",64,2,0.03125,"DURAK","DUN",7,2010,NA,1,0.15,0,1,1,0,0
"9194",17703,"DUR",2010-10-08,"POMBOO","HIGH",12:01:00,NA,NA,"DUR 2010-10-08",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",8.2,"(6,9]",11.9342915811088,"(10,25]",64,2,0.03125,"DURAK","DUN",5,2010,NA,1,0.15,0,1,1,0,0
"9195",18094,"DUR",2011-10-15,"POMBOO","HIGH",14:42:00,NA,NA,"DUR 2011-10-15",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",8.1,"(6,9]",12.952772073922,"(10,25]",64,2,0.03125,"DURAK","DUN",7,2011,"FORAGE",1,0.15,1,1,0,0,0
"9196",18140,"DUR",2011-10-28,"POMBOO","HIGH",15:15:00,NA,NA,"DUR 2011-10-28",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",4.9,"(3,6]",12.9883641341547,"(10,25]",64,2,0.03125,"DURAK","DUN",5,2011,NA,2,0.15,1,1,0,0,0
"9197",18163,"DUR",2011-11-23,"POMBOO","HIGH",13:10:00,NA,NA,"DUR 2011-11-23",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",4.5,"(3,6]",13.0595482546201,"(10,25]",64,2,0.03125,"DURAK","DUN",11,2011,NA,2,0.15,0,1,0,1,0
"9198",18282,"DUR",2012-06-17,"POMBOO","HIGH",15:05:00,NA,NA,"DUR 2012-06-17",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",3.5,"(3,6]",13.6262833675565,"(10,25]",64,2,0.03125,"DURAK","DUN",23,2012,"FORAGE",2,0.15,0,1,0,1,0
"9199",18612,"DUR",2012-09-26,"POMBOO","HIGH",08:45:00,NA,NA,"DUR 2012-09-26",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",3.1,"(3,6]",13.9028062970568,"(10,25]",64,2,0.03125,"DURAK","DUN",5,2012,"REST",2,0.15,0,1,0,1,0
"9200",18624,"DUR",2012-10-01,"POMBOO","HIGH",09:20:00,NA,NA,"DUR 2012-10-01",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",3.1,"(3,6]",13.9164955509925,"(10,25]",64,2,0.03125,"DURAK","DUN",10,2012,"REST",4,0.15,0,1,0,1,0
"9201",18806,"DUR",2013-06-11,"POMBOO",NA,15:13:00,NA,NA,"DUR 2013-06-11",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",8,"(6,9]",14.6091718001369,"(10,25]",64,2,0.03125,"DURAK","DUN",15,2013,"TRAVEL",4,0.15,0,1,0,1,0
"9202",19306,"DUR",2013-10-23,"MAZIWA","HIGH",07:43:00,NA,NA,"DUR 2013-10-23",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",4,"(3,6]",14.9760438056126,"(10,25]",64,2,0.03125,"DURAK","DUN",16,2013,"TRAVEL",3,0.15,0,1,0,0,0
"9203",19361,"DUR",2013-10-31,"MAZIWA","HIGH",12:14:00,NA,NA,"DUR 2013-10-31",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",7.7,"(6,9]",14.9979466119097,"(10,25]",64,2,0.03125,"DURAK","DUN",5,2013,"TRAVEL",2,0.15,0,1,0,0,0
"9204",19750,"DUR",2014-07-03,"POMBOO","HIGH",16:16:00,NA,NA,"DUR 2014-07-03",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",6.5,"(6,9]",15.668720054757,"(10,25]",64,2,0.03125,"DURAK","DUN",20,2014,NA,7,0.15,0,1,0,0,0
"9205",19838,"DUR",2014-07-15,"POMBOO","HIGH",13:13:00,NA,NA,"DUR 2014-07-15",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",3.7,"(3,6]",15.7015742642026,"(10,25]",64,2,0.03125,"DURAK","DUN",13,2014,NA,2,0.15,0,1,0,0,0
"9206",19850,"DUR",2014-07-18,"POMBOO","HIGH",12:20:00,NA,NA,"DUR 2014-07-18",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",2.5,"(0,3]",15.709787816564,"(10,25]",64,2,0.03125,"DURAK","DUN",7,2014,"FORAGE",6,0.15,0,1,0,0,0
"9207",19976,"DUR",2014-09-25,"MAZIWA","HIGH",14:34:00,NA,NA,"DUR 2014-09-25",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",2.8,"(0,3]",15.8986995208761,"(10,25]",64,2,0.03125,"DURAK","DUN",5,2014,"FORAGE",1,0.15,0,1,0,0,0
"9208",20026,"DUR",2014-10-14,"MAZIWA","HIGH",11:48:00,NA,NA,"DUR 2014-10-14",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",3.3,"(3,6]",15.9507186858316,"(10,25]",64,2,0.03125,"DURAK","DUN",9,2014,NA,1,0.15,0,1,0,0,0
"9209",20172,"DUR",2014-11-10,"MAZIWA","HIGH",09:58:00,NA,NA,"DUR 2014-11-10",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",7.6,"(6,9]",16.0246406570842,"(10,25]",64,2,0.03125,"DURAK","DUN",6,2014,"FORAGE",4,0.15,0,1,0,0,0
"9210",20194,"DUR",2014-11-19,"MAZIWA","HIGH",07:31:00,NA,NA,"DUR 2014-11-19",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",10.8,"(9,12]",16.0492813141684,"(10,25]",64,2,0.03125,"DURAK","DUN",26,2014,NA,9,0.15,0,1,0,0,0
"9211",20300,"DUR",2015-04-14,"POMBOO","HIGH",15:11:00,NA,NA,"DUR 2015-04-14",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",3.3,"(3,6]",16.4490075290897,"(10,25]",64,2,0.03125,"DURAK","DUN",17,2015,NA,1,0.15,0,1,0,0,0
"9212",20366,"DUR",2015-04-30,"POMBOO","HIGH",17:03:00,NA,NA,"DUR 2015-04-30",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",4.9,"(3,6]",16.4928131416838,"(10,25]",64,2,0.03125,"DURAK","DUN",26,2015,NA,6,0.15,0,1,0,0,0
"9213",20406,"DUR",2015-05-13,"POMBOO","HIGH",16:06:00,NA,NA,"DUR 2015-05-13",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",2.5,"(0,3]",16.5284052019165,"(10,25]",64,2,0.03125,"DURAK","DUN",8,2015,"FORAGE",1,0.15,0,1,0,0,0
"9214",20462,"DUR",2015-05-23,"POMBOO","HIGH",10:07:00,NA,NA,"DUR 2015-05-23",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",1.4,"(0,3]",16.5557837097878,"(10,25]",64,2,0.03125,"DURAK","DUN",12,2015,"FORAGE",4,0.15,0,1,0,0,0
"9215",20531,"DUR",2015-06-04,"MAZIWA","HIGH",15:18:00,NA,NA,"DUR 2015-06-04",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",9.2,"(9,12]",16.5886379192334,"(10,25]",64,2,0.03125,"DURAK","DUN",9,2015,NA,2,0.15,0,1,0,0,0
"9216",21239,"DUR",2015-09-11,"POMBOO","HIGH",11:20:00,NA,NA,"DUR 2015-09-11",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",4.5,"(3,6]",16.8596851471595,"(10,25]",64,2,0.03125,"DURAK","DUN",6,2015,"FORAGE",1,0.15,0,1,0,0,1
"9217",21258,"DUR",2015-09-17,"MAZIWA","HIGH",14:23:00,NA,NA,"DUR 2015-09-17",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",6.6,"(6,9]",16.8761122518823,"(10,25]",64,2,0.03125,"DURAK","DUN",5,2015,"FORAGE",2,0.15,0,1,0,0,0
"9218",21333,"DUR",2015-10-01,"MAZIWA","HIGH",16:41:00,NA,NA,"DUR 2015-10-01",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",5.4,"(3,6]",16.9144421629021,"(10,25]",64,2,0.03125,"DURAK","DUN",5,2015,NA,1,0.15,0,1,0,0,0
"9219",21441,"DUR",2015-10-30,"POMBOO","HIGH",14:46:00,NA,NA,"DUR 2015-10-30",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",3.2,"(3,6]",16.993839835729,"(10,25]",64,2,0.03125,"DURAK","DUN",5,2015,"FORAGE",1,0.15,0,1,0,0,0
"9220",21561,"DUR",2016-05-04,"POMBOO","HIGH",14:42:00,NA,NA,"DUR 2016-05-04",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",6.8,"(6,9]",17.5058179329227,"(10,25]",64,2,0.03125,"DURAK","DUN",6,2016,"FORAGE",1,0.15,0,1,1,0,1
"9221",21608,"DUR",2016-05-25,"POMBOO","HIGH",10:04:00,NA,NA,"DUR 2016-05-25",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",1.8,"(0,3]",17.5633127994524,"(10,25]",64,2,0.03125,"DURAK","DUN",10,2016,"FORAGE",10,0.15,0,1,1,0,1
"9222",21617,"DUR",2016-05-26,"POMBOO","HIGH",13:12:00,NA,NA,"DUR 2016-05-26",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",4.7,"(3,6]",17.5660506502396,"(10,25]",64,2,0.03125,"DURAK","DUN",5,2016,"FORAGE",27,0.15,0,1,1,0,1
"9223",21626,"DUR",2016-05-27,"POMBOO","HIGH",11:25:00,NA,NA,"DUR 2016-05-27",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",7.8,"(6,9]",17.5687885010267,"(10,25]",64,2,0.03125,"DURAK","DUN",5,2016,"FORAGE",1,0.15,0,1,1,0,1
"9224",21783,"DUR",2016-07-10,"MAZIWA","HIGH",10:34:00,NA,NA,"DUR 2016-07-10",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",4.1,"(3,6]",17.6892539356605,"(10,25]",64,2,0.03125,"DURAK","DUN",18,2016,NA,8,0.15,0,1,1,0,0
"9225",21905,"DUR",2016-09-18,"MAZIWA","HIGH",14:42:00,NA,NA,"DUR 2016-09-18",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",2.8,"(0,3]",17.8809034907598,"(10,25]",64,2,0.03125,"DURAK","DUN",5,2016,"TRAVEL",1,0.15,0,1,1,0,0
"9226",21946,"DUR",2016-09-30,"MAZIWA","HIGH",11:30:00,NA,NA,"DUR 2016-09-30",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",2.2,"(0,3]",17.9137577002053,"(10,25]",64,2,0.03125,"DURAK","DUN",16,2016,"FORAGE",7,0.15,0,1,1,0,0
"9227",22036,"DUR",2016-10-13,"MAZIWA","HIGH",13:41:00,NA,NA,"DUR 2016-10-13",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",6.2,"(6,9]",17.9493497604381,"(10,25]",64,2,0.03125,"DURAK","DUN",5,2016,"FORAGE",1,0.15,0,1,1,0,0
"9228",22051,"DUR",2016-10-24,"MAZIWA","HIGH",09:16:00,NA,NA,"DUR 2016-10-24",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",4.8,"(3,6]",17.9794661190965,"(10,25]",64,2,0.03125,"DURAK","DUN",8,2016,"FORAGE",1,0.15,1,1,0,0,0
"9229",22457,"DUR",2017-10-02,"MAZIWA","HIGH",13:02:00,NA,NA,"DUR 2017-10-02",1998-11-01,"FEMALE",2001-06-01,2008-11-01,"adult","0",7.9,"(6,9]",18.9185489390828,"(10,25]",64,2,0.03125,"DURAK","DUN",5,2017,"FORAGE",1,0.15,1,1,0,0,0
"9230",12314,"DWE",2003-05-14,"MAZIWA","HIGH",14:09:00,NA,NA,"DWE 2003-05-14",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",7.3,"(6,9]",22.5297741273101,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,17,2003,"REST",11,NA,NA,NA,NA,NA,0
"9231",12350,"DWE",2003-06-16,"MAZIWA","HIGH",12:19:00,"BOW-BOWRIDING","HIGH","DWE 2003-06-16",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","1",2,"(0,3]",22.6201232032854,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,9,2003,"FORAGE",4,NA,NA,NA,NA,NA,0
"9232",12374,"DWE",2003-07-02,"MAZIWA","HIGH",11:29:00,NA,NA,"DWE 2003-07-02",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",3.7,"(3,6]",22.6639288158795,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,5,2003,"REST",5,NA,NA,NA,NA,NA,0
"9233",12425,"DWE",2003-07-07,"BONY HERRING","HIGH",09:56:00,NA,NA,"DWE 2003-07-07",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",4.4,"(3,6]",22.6776180698152,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,8,2003,"FORAGE",6,NA,NA,NA,NA,NA,0
"9234",12455,"DWE",2003-07-08,"BONY HERRING","HIGH",16:15:00,NA,NA,"DWE 2003-07-08",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",7.3,"(6,9]",22.6803559206023,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,5,2003,"SOCIAL",3,NA,NA,NA,NA,NA,0
"9235",12498,"DWE",2003-07-17,"BONY HERRING","HIGH",11:39:00,NA,NA,"DWE 2003-07-17",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",3.5,"(3,6]",22.7049965776865,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,18,2003,"TRAVEL",5,NA,NA,NA,NA,NA,0
"9236",12887,"DWE",2003-09-20,"BONY HERRING","HIGH",16:41:00,NA,NA,"DWE 2003-09-20",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",8.2,"(6,9]",22.8829568788501,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,10,2003,"UNKNOWN",3,NA,NA,NA,NA,NA,0
"9237",13368,"DWE",2004-05-15,"MAZIWA","HIGH",09:18:00,NA,NA,"DWE 2004-05-15",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",3,"(0,3]",23.5345653661875,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,8,2004,"FORAGE",1,NA,NA,NA,NA,NA,0
"9238",13541,"DWE",2004-07-14,"BONY HERRING","HIGH",16:28:00,NA,NA,"DWE 2004-07-14",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",5.4,"(3,6]",23.6988364134155,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,12,2004,"TRAVEL",2,NA,NA,NA,NA,NA,0
"9239",13573,"DWE",2004-07-19,"GENE MACHINE","HIGH",12:15:00,NA,NA,"DWE 2004-07-19",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",1.6,"(0,3]",23.7125256673511,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,5,2004,"FORAGE",1,NA,NA,NA,NA,NA,0
"9240",13629,"DWE",2004-07-27,"BONY HERRING","HIGH",11:21:00,NA,NA,"DWE 2004-07-27",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",7,"(6,9]",23.7344284736482,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,8,2004,"REST",5,NA,NA,NA,NA,NA,0
"9241",13951,"DWE",2004-08-19,"GENE MACHINE","HIGH",13:18:00,NA,NA,"DWE 2004-08-19",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",4.8,"(3,6]",23.7973990417522,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,75,2004,"TRAVEL",16,NA,NA,NA,NA,NA,1
"9242",14066,"DWE",2004-09-01,"GENE MACHINE","HIGH",14:22:00,NA,NA,"DWE 2004-09-01",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",1.6,"(0,3]",23.8329911019849,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,5,2004,"REST",1,NA,NA,NA,NA,NA,0
"9243",14137,"DWE",2004-09-05,"BONY HERRING","HIGH",12:08:00,NA,NA,"DWE 2004-09-05",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",4.8,"(3,6]",23.8439425051335,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,9,2004,"REST",5,NA,NA,NA,NA,NA,0
"9244",14174,"DWE",2004-09-13,"BONY HERRING","HIGH",08:27:00,NA,NA,"DWE 2004-09-13",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",8.7,"(6,9]",23.8658453114305,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,7,2004,"REST",3,NA,NA,NA,NA,NA,0
"9245",14229,"DWE",2004-09-17,"BONY HERRING","HIGH",15:12:00,NA,NA,"DWE 2004-09-17",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",3.2,"(3,6]",23.8767967145791,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,7,2004,"REST",5,NA,NA,NA,NA,NA,0
"9246",14312,"DWE",2004-09-25,"BONY HERRING","HIGH",12:19:00,NA,NA,"DWE 2004-09-25",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",2.2,"(0,3]",23.8986995208761,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,5,2004,"FORAGE",2,NA,NA,NA,NA,NA,0
"9247",14415,"DWE",2004-10-08,"BONY HERRING","HIGH",11:22:00,"BOW-BOWRIDING","HIGH","DWE 2004-10-08",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","1",6,"(3,6]",23.9342915811088,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,5,2004,NA,1,NA,NA,NA,NA,NA,0
"9248",14482,"DWE",2004-10-12,"MAZIWA","HIGH",09:21:00,NA,NA,"DWE 2004-10-12",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",7.9,"(6,9]",23.9452429842574,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,26,2004,"REST",6,NA,NA,NA,NA,NA,0
"9249",14519,"DWE",2004-10-20,"BONY HERRING","HIGH",08:09:00,NA,NA,"DWE 2004-10-20",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",6.6,"(6,9]",23.9671457905544,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,13,2004,NA,5,NA,NA,NA,NA,NA,0
"9250",14623,"DWE",2004-11-05,"BONY HERRING","HIGH",13:57:00,NA,NA,"DWE 2004-11-05",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",5,"(3,6]",24.0109514031485,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,5,2004,"FORAGE",2,NA,NA,NA,NA,NA,0
"9251",14742,"DWE",2004-12-08,"MAZIWA","HIGH",07:58:00,NA,NA,"DWE 2004-12-08",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",6.4,"(6,9]",24.1013004791239,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,9,2004,"REST",10,NA,NA,NA,NA,NA,0
"9252",14893,"DWE",2005-06-29,"MAZIWA","HIGH",12:39:00,NA,NA,"DWE 2005-06-29",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",4,"(3,6]",24.6570841889117,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,20,2005,"FORAGE",20,NA,NA,NA,NA,NA,0
"9253",15077,"DWE",2005-07-19,"MAZIWA","HIGH",09:56:00,NA,NA,"DWE 2005-07-19",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",4.6,"(3,6]",24.7118412046543,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,8,2005,"FORAGE",1,NA,NA,NA,NA,NA,0
"9254",15359,"DWE",2005-10-05,"BONY HERRING","HIGH",10:37:00,"BOW-BOWRIDING","HIGH","DWE 2005-10-05",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","1",NA,NA,24.9253935660507,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,24,2005,NA,5,NA,NA,NA,NA,NA,0
"9255",15372,"DWE",2005-10-20,"BONY HERRING","HIGH",08:57:00,"BOW-BOWRIDING","HIGH","DWE 2005-10-20",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","1",NA,NA,24.9664613278576,"(10,25]",28,4,0.142857142857143,"DWEEB",NA,4,2005,NA,8,NA,NA,NA,NA,NA,0
"9256",15842,"DWE",2006-07-31,"BONY HERRING","HIGH",08:12:00,NA,NA,"DWE 2006-07-31",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",NA,NA,25.7440109514031,"(25,45]",28,4,0.142857142857143,"DWEEB",NA,5,2006,"UNKNOWN",2,NA,NA,NA,NA,NA,0
"9257",16030,"DWE",2006-08-24,"GENE MACHINE","HIGH",09:33:00,NA,NA,"DWE 2006-08-24",1980-11-01,"MALE",1984-11-01,1990-11-01,"adult","0",4.8,"(3,6]",25.8097193702943,"(25,45]",28,4,0.142857142857143,"DWEEB",NA,14,2006,"UNKNOWN",1,NA,NA,NA,NA,NA,0
"9258",21464,"DYT",2015-12-02,"POMBOO","HIGH",15:47:00,NA,NA,"DYT 2015-12-02",2015-11-17,NA,2019-11-17,2025-11-17,"calf","0",2,"(0,3]",0.0410677618069815,"(0,0.25]",1,0,0,"DAYTONA","TAL",16,2015,"TRAVEL",3,0.357142857142857,NA,NA,NA,NA,0
"9259",13831,"DZL",2004-08-05,"BONY HERRING",NA,11:49:00,NA,NA,"DZL 2004-08-05",1993-11-01,"MALE",1997-11-01,2003-11-01,"adult","0",9.6,"(9,12]",10.7597535934292,"(10,25]",6,0,0,"DIZLET",NA,24,2004,"REST",17,NA,NA,NA,NA,NA,1
"9260",16131,"DZL",2006-09-16,"BONY HERRING","HIGH",17:25:00,NA,NA,"DZL 2006-09-16",1993-11-01,"MALE",1997-11-01,2003-11-01,"adult","0",2.5,"(0,3]",12.8733744010951,"(10,25]",6,0,0,"DIZLET",NA,29,2006,"REST",9,NA,NA,NA,NA,NA,0
"9261",17188,"DZL",2009-09-27,"POMBOO","HIGH",14:13:00,NA,NA,"DZL 2009-09-27",1993-11-01,"MALE",1997-11-01,2003-11-01,"adult","0",8.3,"(6,9]",15.9041752224504,"(10,25]",6,0,0,"DIZLET",NA,25,2009,NA,2,NA,NA,NA,NA,NA,0
"9262",19083,"DZL",2013-08-26,"POMBOO","HIGH",11:13:00,NA,NA,"DZL 2013-08-26",1993-11-01,"MALE",1997-11-01,2003-11-01,"adult","0",10.5,"(9,12]",19.8165639972622,"(10,25]",6,0,0,"DIZLET",NA,14,2013,NA,8,NA,NA,NA,NA,NA,0
"9263",19090,"DZL",2013-08-28,"POMBOO","HIGH",14:07:00,NA,NA,"DZL 2013-08-28",1993-11-01,"MALE",1997-11-01,2003-11-01,"adult","0",11.1,"(9,12]",19.8220396988364,"(10,25]",6,0,0,"DIZLET",NA,6,2013,"TRAVEL",3,NA,NA,NA,NA,NA,0
"9264",19428,"DZL",2013-11-11,"POMBOO","HIGH",12:33:00,NA,NA,"DZL 2013-11-11",1993-11-01,"MALE",1997-11-01,2003-11-01,"adult","0",10.7,"(9,12]",20.0273785078713,"(10,25]",6,0,0,"DIZLET",NA,10,2013,"FORAGE",2,NA,NA,NA,NA,NA,1
"9265",17907,"DZZ",2011-06-23,"POMBOO","HIGH",16:21:00,NA,NA,"DZZ 2011-06-23",2011-01-15,NA,2015-01-15,2021-01-15,"calf","0",12.7,"(12,15]",0.435318275154004,"(0.25,4]",2,0,0,"DRIZZLE","SKW",29,2011,NA,27,0,NA,NA,NA,NA,0
"9266",17992,"DZZ",2011-07-22,"POMBOO","HIGH",10:10:00,NA,NA,"DZZ 2011-07-22",2011-01-15,NA,2015-01-15,2021-01-15,"calf","0",7.2,"(6,9]",0.514715947980835,"(0.25,4]",2,0,0,"DRIZZLE","SKW",13,2011,"TRAVEL",3,0,NA,NA,NA,NA,0
"9267",14694,"ECO",2004-11-21,"BONY HERRING","HIGH",09:53:00,NA,NA,"ECO 2004-11-21",2004-11-20,"MALE",2008-07-07,2014-11-20,"calf","0",NA,NA,0.0027378507871321,"(0,0.25]",19,1,0.0526315789473684,"ECHO","EFT",27,2004,"REST",15,0.0666666666666667,NA,NA,NA,NA,0
"9268",14737,"ECO",2004-12-07,"MAZIWA","HIGH",13:37:00,NA,NA,"ECO 2004-12-07",2004-11-20,"MALE",2008-07-07,2014-11-20,"calf","0",4.6,"(3,6]",0.0465434633812457,"(0,0.25]",19,1,0.0526315789473684,"ECHO","EFT",23,2004,"REST",7,0.0666666666666667,NA,NA,NA,NA,0
"9269",14782,"ECO",2005-04-04,"MAZIWA","HIGH",09:17:00,NA,NA,"ECO 2005-04-04",2004-11-20,"MALE",2008-07-07,2014-11-20,"calf","0",2.6,"(0,3]",0.369609856262834,"(0.25,4]",19,1,0.0526315789473684,"ECHO","EFT",21,2005,"REST",9,0.0666666666666667,NA,NA,NA,NA,0
